Location,Latitude,Longitude,Elevation (m),Ground Displacement (mm/month),Slope (degrees),Rainfall (mm/week),Vegetation Cover (%),Soil Moisture Levels (%),Rock & Soil Type,Water Bodies & River Proximity (km),Temperature (°C),Backscatter Data (dB),Risk Level
Location_15,13.31873078574958,68.7646422604203,4633.716755336763,0.4537724986885272,20.55478013003533,370.5530426920347,33.40499656687692,93.79652314338942,Stable,4.947994941166916,18.907946177792205,8.67529441525491,0
Location_16,16.823025045826594,78.91743763946344,984.8191911239344,38.84848284927618,17.367166312942135,7.646437771905612,73.26990505902803,8.510348611978536,Unstable,17.325848719643627,33.39849890309158,-12.898540824653908,0
Location_17,23.2179365173349,91.50604659267316,2882.9316297078844,53.88183293699922,44.99166728436362,190.73738732712684,40.45273855738697,38.55975925133334,Unstable,3.292568565173375,26.42832003236416,6.478463725517372,0
Location_18,20.52640554062136,96.6310077501334,4585.892658181405,14.608937794577956,1.091169838774475,275.08881697222427,6.835320030995861,7.103488904400212,Moderate,8.302498790694422,26.66316008047052,-17.090637124517137,0
Location_19,16.445645065743214,72.36208984200232,266.3352950704143,55.6220726877784,33.189484308779456,289.0827830792914,78.37598424841073,21.07931015500286,Stable,0.286618117340025,17.51412419157629,-18.328794916542645,0
Location_20,25.743733946949003,85.22979074521191,3517.359309509516,3.616043417373651,48.16972171067752,277.0129726148432,28.5758324592706,22.936577703767234,Unstable,9.566709633411117,21.55547481687638,-16.12328599691752,0
Location_21,12.045321958909213,79.04583484229963,1557.0101361254988,56.06616160833086,28.008409173092097,53.77405176324874,43.27668795992626,46.91072110475787,Moderate,0.420422134524343,32.28588331023936,-18.26776761598892,0
Location_22,16.472194807521326,96.12751753662349,4629.541357344999,21.097361234378063,46.84112310165459,119.75823534867249,68.54438832219016,26.856216745364257,Moderate,16.392191061315998,36.29704595559591,5.350367114673276,0
Location_23,18.62449345551706,92.42144877093556,4858.185401310302,6.085249706952991,2.6128939643011884,143.4862101668054,33.2456157148712,10.09781068177611,Stable,16.497075349742072,29.828070107202308,-18.22849566625184,0
Location_24,21.226029542294043,92.311532436623,4726.905796655827,29.152305551179538,20.93966595370807,321.774883071802,5.658565614671563,16.749108909410772,Moderate,15.754843766047395,41.20364944228415,-11.850074259090334,0
Location_25,30.770102880397395,81.59210163405413,2423.6496616215727,15.406594063230475,13.007889548102558,111.5039489658212,37.39210470128136,14.727556355209092,Unstable,5.6672813778223645,36.01620440736005,-16.88730969392431,0
Location_26,13.790539682592431,80.0297655677923,4324.008989847636,17.09237411771537,36.54104824903649,84.28198554688126,94.44485826943034,97.30767979122984,Stable,16.74474436443636,23.09318949047592,-11.13733891058705,0
Location_27,22.912798713994736,75.92880508599048,4238.292052821845,18.437397895577195,49.064854524862334,382.97920761523847,64.17343972985582,75.92925069184736,Unstable,10.859962652105386,28.57030363218684,-17.283215971972385,2
Location_28,25.180022496999232,69.63488940287688,1663.5923188919526,48.18155386995981,12.82650312221239,3.54531404538756,67.1479148667207,96.7761465269562,Unstable,7.476162177340049,41.3154138460598,0.04009752229042,0
Location_29,9.347061968879936,93.07694891139654,4161.685823338319,32.34967660051527,32.70873007370373,399.12834227279126,63.22821536376399,43.974048650790856,Unstable,12.50659919408466,25.95840221215292,-16.000195509722744,0
Location_30,25.618800705141712,91.57412926477224,281.3374101059138,18.67846194936022,9.904881637987009,270.7285195429582,19.89921389594368,27.83684816626566,Moderate,0.2468209212074801,36.24034739899153,5.555377775166637,0
Location_31,12.945199586931455,96.9918125252978,3021.72240456206,36.6200269986551,28.26651272858049,331.38771977964683,41.833386410228016,79.82931972091866,Moderate,2.859217552015043,29.440525179499357,4.515731521799228,0
Location_32,9.886496196573106,96.90246827514326,1227.043302709745,42.969040453391614,23.19662433441681,117.84775853847728,75.09397983633183,32.62539180411468,Unstable,14.845870763405255,22.596818053023327,-19.59014943588172,0
Location_33,35.51768058034666,84.1075194624762,690.7777403086661,16.357440044012026,48.60026648157685,5.726111066823991,10.137289755315916,29.93833737053483,Unstable,4.8832321743230604,7.091909770767655,6.871790665453439,0
Location_34,36.00332895916222,90.3006350402348,477.07068798312486,24.81294609152109,30.42636363482333,295.14780742461204,27.785277608971228,23.25059922078312,Stable,11.960182346574992,16.299875973421408,-19.131670497698988,0
Location_35,31.443523095377373,95.3982061665904,3511.8150018028846,7.313165600216854,17.475318604340938,333.6578388002703,27.631910846585363,12.967897822423534,Stable,7.702052056460593,43.38714124168578,-12.8106264512733,0
Location_36,16.83379930602775,92.63977432964494,1765.387322463524,10.86896097208082,5.704789244396668,296.19045278140766,43.2018927594506,25.6463061016766,Moderate,17.09611557598523,27.88826916363,-19.02832586672015,0
Location_37,10.832491306185132,75.17309495055274,3651.357180490931,40.86707123789897,7.562341436746728,57.14011492033544,98.0368740942185,35.53197484738877,Moderate,19.04830611993287,23.21976901694948,-9.92469538882052,0
Location_38,27.84275776885255,81.06577992399271,420.2460699148176,10.886300861737617,11.265846497561755,301.37116890278764,6.750254668382194,67.39942081457303,Stable,17.67129456740381,41.64783127641137,-4.5840042286018505,0
Location_39,20.76442231844844,71.74562303939335,1644.9226553699907,31.50980302002361,12.5483330670149,307.5691128430564,51.87009943805951,6.256484221945158,Unstable,5.4123998938719335,24.325589051872434,3.899346070454144,0
Location_40,11.539108810498586,95.66747979050297,2743.5073326391525,42.54277570334596,42.53080289205689,263.41620626802194,17.936468201221047,21.050693966534297,Moderate,3.883257380921645,21.30412592087015,-9.860553485904916,2
Location_41,22.36013039322684,85.57906439907552,3974.5435077109214,6.41261538568463,28.061139414126245,306.4463731182345,97.06765454097442,80.90236402916764,Unstable,9.4886978724147,32.96554275751026,1.1647007401935028,0
Location_42,8.997267112341333,74.63064135960042,1661.8872643671425,34.038733177734215,26.169545568718323,338.36857587109284,11.33035047274642,14.692192358377076,Stable,0.1466830167236055,30.633280949327222,-14.37486628643059,0
Location_43,34.37029166028468,87.47931984776984,3166.867744541345,15.393767022081825,5.7384435934608735,245.44164569498335,40.36010023615913,34.26451465225215,Moderate,0.5161878572636347,4.6580004204216365,2.5179537023237906,0
Location_44,15.504619466400491,85.92571897327898,4441.290966357317,57.77561251425479,43.00698466747175,35.441885587871624,73.78849848346061,86.46589218581401,Moderate,11.06581279246,18.56541372870606,-12.920101822722874,0
Location_45,27.21314624626548,78.38671882295237,3117.729622093292,29.01273880319548,36.140715160424186,195.05112386688435,70.45544280274453,15.492531114344263,Stable,10.40898808330572,18.62577214097926,-15.693657321686963,0
Location_46,17.03962120659292,71.29317017378924,1241.5014262928055,48.359552986509485,3.383418095000079,31.059733868642027,42.272863689393226,8.27368356181899,Moderate,19.8916397807052,13.911225762167238,-14.437734488778371,0
Location_47,23.081972614156516,87.4756226721912,219.56382962703628,33.01359252937571,35.39175486148844,163.01721241297233,34.652416795271826,48.45379950800108,Stable,4.036836707275162,20.864674107612657,-14.53810613354434,0
Location_48,23.85459810095511,83.08892332621001,4363.484482114556,2.60475197128915,27.176910867132303,162.84259565025104,39.76123785528706,30.24195112785364,Moderate,5.162078583209368,15.65536988635721,-4.614113618690265,0
Location_49,13.360779210240285,90.39723336033354,204.22011316689697,37.989082535641344,4.086267287338913,26.40393765609663,26.42762631586393,56.34083644838541,Stable,2.270812846525734,4.967274473559156,5.343927435644382,0
Location_50,36.1179542051722,83.0847415322478,4386.038196152577,57.08420053239942,22.915032076432823,139.52821358779173,20.53329387067998,80.38048904834751,Moderate,18.35086019307489,15.618324363734054,-17.61184769022483,0
Location_51,30.478851877472323,92.71326350923766,2691.791956733339,36.09670920877987,24.234814356502348,44.39923951652594,48.303969755889,13.714848815274316,Unstable,15.556224889169014,-1.38615262134117,1.2086895548026817,0
Location_52,35.24546930536148,84.00529832446009,4701.431722713191,49.15133156560741,8.288727008163788,323.29408400368885,26.85337560676073,58.0699084554285,Unstable,16.44678222913695,23.789293138720577,-0.3696062104142719,0
Location_53,33.94999316240182,84.2672011745262,4014.0378552909606,53.05238780090447,47.28490735001412,379.0752103857883,28.746166489725013,50.5508760389864,Unstable,18.055275759290176,37.6827274470556,6.175598554880871,3
Location_54,25.339099385521468,93.422954477092,4989.877141613353,13.684786316935948,42.49876857403309,28.92659010317544,65.67560634745571,14.407878601319958,Moderate,10.497999734516766,31.264354217727764,-12.675573184792784,0
Location_55,34.73435281567039,79.70100312015951,1818.48789571338,12.7226903944936,33.451116866455415,382.0460829166806,96.85373316998924,62.39984855289824,Moderate,9.023863829014472,13.01970200270556,-6.496704239449112,0
Location_56,10.566282559505666,71.88644162506858,3859.222615762522,36.6588593310595,23.11477805003036,209.03063973469807,60.36372005593751,27.364041786077166,Unstable,6.60782947331233,-0.6464397211345911,7.77482123330552,0
Location_57,13.68350301015521,68.83469761308683,2069.4614766852865,24.661708188402283,20.588277079225424,119.82627118154956,7.697946706496628,48.78343185440125,Unstable,11.78429228695711,5.107469961263538,-0.2001964959404851,0
Location_58,9.311591378405604,89.89898041453495,2451.390539489153,50.39167817200322,32.548673357547706,30.744830110465404,7.558361385406698,8.227232427706188,Stable,9.085567935796451,22.274517024741783,-8.336947614152093,0
Location_59,17.434579592134668,85.98897698925047,3174.7767697700133,54.00138740388067,27.271593470345277,200.24970722816715,95.1423220845566,45.958405721362304,Stable,9.031311732111504,5.352854169151643,-16.057628514341946,0
Location_60,19.27164140099498,88.41831327487748,4381.01785951306,21.205282758163086,3.113655294094281,317.80621779629945,29.729079030733363,30.646346804282032,Stable,18.738557274622774,22.198655564248376,-12.125449762982267,0
Location_61,15.869121921442982,74.1759606837584,4922.008999076546,14.212233538468924,25.625132438516584,282.83459090667924,9.206698608247542,82.23812111853543,Unstable,19.6806302855826,6.579951238194946,-2.563535675318501,0
Location_62,32.03338776540595,71.95477279201633,3864.539727936139,46.831530914631706,40.32018086164197,20.090404585589503,59.90445871503815,5.697872699736828,Unstable,15.929687786591614,37.44619347380364,1.5450384268154131,0
Location_63,18.34584647411409,68.42179530436857,2147.057232619936,16.488362132888167,22.961993879847903,29.160734147161406,62.36487782902661,41.860727491833,Unstable,15.135161804938566,14.863573642022985,-16.267343394443195,0
Location_64,16.147100780934043,78.16703920539132,2164.649311157644,49.3568591108207,2.597828877713421,161.14931305305484,64.85048201186882,45.8431424131438,Stable,13.61116323558203,7.277531297224552,-2.012082198678378,0
Location_65,23.738186411589204,85.10761291878435,3714.153277785568,25.42429521892577,39.31390996920165,118.11619761917731,26.74020278575413,72.50060762991187,Moderate,3.3214970466702742,35.61630901235308,-3.4894616348374683,0
Location_66,12.086802524268116,79.37507730789224,1270.0080142646814,40.05299395748823,10.06818910679872,92.95372922241911,1.5110684214475034,57.428757509021096,Unstable,1.1821164175130905,12.141948240272535,-4.581336599278759,0
Location_67,31.26371244186715,80.68677273868815,641.3231543438338,5.732118830080091,12.931041744401938,112.40179956348544,96.5015369454472,66.72123371941811,Moderate,13.814526302265262,0.5743843919390965,0.7036935304602387,0
Location_68,10.161968666713353,94.2206021403187,1837.648572439805,37.43155948059438,8.235317671614794,321.39309731875386,25.089304569110247,77.7049285651756,Moderate,14.57572444513152,23.52047457018208,5.123487852503857,0
Location_69,36.619721161415,78.09940854367571,1507.4710591050004,27.106060724233743,16.51075324357488,371.6912214527416,67.60262880525475,86.22029736581888,Moderate,0.939459821962796,24.07821022189944,-10.310309504693947,0
Location_70,30.395098309603064,82.90569518563451,1551.9097902343517,35.19650779052844,37.83757528443175,162.04107781102658,70.66298698787095,31.38754967224705,Stable,18.56103500457696,30.73478376178671,6.670365703328784,0
Location_71,13.762754764491,90.72593736949317,1244.677980144559,10.080852464691803,25.96929297519687,362.44440085299885,61.00074170794857,53.802270536390296,Moderate,1.8228127888935508,7.010971660419278,-15.18099162144348,0
Location_72,8.16014139658447,79.49974068731683,306.2566292181732,44.21242469665093,10.244063707535627,128.5982804991528,31.290739421364822,84.01080784391999,Unstable,5.718010675424048,17.188566954612256,-14.809283907465067,0
Location_73,31.64838142519019,86.04051430660833,187.58228019372768,51.76782465259371,43.89150390760204,190.57479453751665,27.109625376406576,98.94511309650564,Stable,13.44779625597409,9.118395952132811,-11.996838091282282,0
Location_74,28.49886297158089,93.0085475536556,4939.8397097065545,13.00438800544654,43.97909274757646,90.41159912639988,59.76682827027031,88.95193110437631,Unstable,3.3974518880895266,-0.952313194215594,-16.414073913587664,0
Location_75,29.14120787318863,95.53609808607162,2196.0883553057256,5.742873331209704,43.52892125230034,256.1904168703376,86.60956336116915,37.14672626243768,Unstable,1.1083177688448886,38.83069135079458,-13.090423259513672,0
Location_76,30.366840053892428,72.2651309469421,1983.2005710824403,1.4183151627801838,11.939810569076965,391.59244606992354,94.67337289233956,19.51665172186504,Stable,6.622929783282996,31.44349022441705,-16.807647112914662,0
Location_77,10.14729490028862,94.87104112968332,3430.271685196042,38.51829002659596,22.561967209049406,241.39723841735145,10.590580440375764,48.93925374065887,Unstable,15.31943149710358,10.073152972940036,4.652572509561711,0
Location_78,18.395506127783904,82.27137249930661,1169.4440505388145,36.42564216532685,49.24948280704376,143.12563364541955,15.482861259771983,74.16414518360422,Unstable,8.273573579705207,24.96864964359932,-15.830930243401262,0
Location_79,11.360202726228762,75.48908726066979,4754.809801356104,32.8018447628442,38.60062381549952,259.12697839621137,94.47362587830796,49.25690707532976,Stable,13.059458438158789,5.063189406723621,2.4189267267957035,0
Location_80,33.02999935039222,81.31493693090958,3953.090570636205,13.916825766958524,1.358371061277991,49.16827138615503,73.65352283347926,48.31808633136685,Unstable,11.592381944562732,39.511831089788544,-18.562583962599987,0
Location_81,26.07564567799918,96.42094468327883,538.1139113300717,23.45435975433088,3.2602295630246028,355.4636321061595,88.29938248297731,83.82304210818006,Moderate,0.4443696405116082,0.7453171680955153,8.455609825417454,0
Location_82,17.596042720726828,82.28592472579322,2146.145801346149,35.668580111170385,23.19656884061664,201.23358031193453,20.263263413534315,36.14037790671863,Unstable,19.77079974091413,-4.808142724609955,1.3348026258329853,0
Location_83,9.843192158294686,77.53379669833774,4407.679707054607,29.80601153155016,45.461010293078,179.73989681585684,58.75858711094018,85.97946748116456,Moderate,0.8285617763877551,20.100409886959103,-19.796103542416645,0
Location_84,17.018487329754205,86.36862477518505,4729.18690922791,59.26713121289324,26.935089897635716,234.34591538140768,70.11395944174737,40.68048009517236,Unstable,19.3560547529697,24.156391172643463,2.91569500600642,0
Location_85,17.430316338775665,74.9642229445676,2390.2674051243616,8.186385153403988,24.890625401714512,249.913545115761,68.01118854469726,32.82331056783394,Stable,10.997283567287964,23.94826601479022,-4.57754237701444,0
Location_86,29.158579171803854,70.20003651515125,3105.715807132468,41.708673242855625,5.273684997831529,28.71032249060521,40.81516908666981,45.3989911199699,Stable,19.26318054130133,-2.274403628108685,3.3809551100535917,0
Location_87,26.48916666930118,71.73751193540883,918.4663358511688,24.259126086257528,32.8390052362147,273.046888489361,1.5394891691308477,76.24469586748684,Unstable,2.295071988276709,10.702190345921624,-4.325095733282346,0
Location_88,33.72916953471347,71.7133293297754,4956.726268071185,25.69197689553689,41.10515803001128,96.77267212621184,58.29260568042631,12.600202786399429,Stable,9.808170383710264,19.95994734206659,-0.7692542709393599,0
Location_89,21.69423282969653,72.40517811185654,1235.1913367788727,43.05586593949057,19.021000375378115,285.58105300263594,25.310153917960875,19.64192158720174,Unstable,3.3900818373211727,5.828959281362044,3.5899496618512146,0
Location_90,11.468233132210749,72.02598800683289,4719.385693262116,41.54616907946218,38.78059254626638,329.0139177536787,45.02542461428904,95.1444825663092,Stable,1.0194975404488482,38.63129427429482,-7.846758362364298,0
Location_91,28.68409882946685,86.58536759929322,3283.268580062605,59.4753596221313,48.22383269504058,321.5834030210081,95.75810150838171,17.54916273813574,Moderate,12.35058230124623,-0.6445355269282977,-19.91875550538644,3
Location_92,30.062766409890024,73.2745224475752,3077.910294906409,7.703657367247514,10.188322956384454,221.00038696315565,39.90353176424348,56.77273179310546,Unstable,4.1556684192338285,19.369222083602143,5.498394878355654,0
Location_93,24.27703872951539,78.02435121639203,2612.173703980892,6.246578963049981,26.166481559737065,208.0679569243005,83.98016066644267,57.931446666193786,Moderate,11.75394036575092,29.57080287565761,-8.573289121260123,0
Location_94,30.358048218682267,94.00686388727432,1230.2820774170175,43.46032902772447,14.356897904228775,57.15038453576469,18.854060574925114,48.96244620502448,Moderate,2.247289638979713,8.087555006724122,-5.118718219502508,0
Location_95,22.32007229456733,81.7448875676233,964.9873568269904,34.70321502038455,39.64272095169197,310.1384601612542,67.24604980250288,64.47452485768186,Unstable,6.639729428654055,26.212036849875908,-19.76700073538094,0
Location_96,23.159252052077825,87.35917441710978,1180.3824244438592,16.449639993588352,28.879668294057875,108.56375217868576,97.70069544389436,22.982672579761843,Moderate,15.632651161064944,36.469257507118726,-5.237239689497061,0
Location_97,20.39868953239794,72.99727626484727,1013.5474845068472,4.765162139339196,31.72912087751519,198.67816912717865,10.18931008729368,55.26622677767482,Unstable,8.741030436843753,4.5168487547523775,9.594622047151889,1
Location_98,8.737154675578761,73.57638154545145,3919.963920477091,5.139494975785832,39.895707980794704,113.70963717100668,0.8319942227192012,37.21732552468971,Moderate,12.554908297946728,40.86102959124314,-11.651970175436912,1
Location_99,11.128851382805829,69.18518987172789,1815.6137699169772,53.65145247984709,19.798523633122745,53.53134519987726,43.35827926326144,66.1667259629189,Unstable,12.94915881491092,22.6779266331179,-8.137451892728658,0
Location_100,8.911446384915294,72.89911682909278,383.4291151606422,11.512039483124576,45.75450342035216,251.82307875669463,9.26254830513672,14.122354337314944,Unstable,16.875100879745872,9.961600215053029,0.6156998940602989,2
Location_101,26.45590192664963,76.0791198319268,4848.602887689975,19.402293726931244,26.651443362307,21.73281392916153,74.83843496762313,57.08774168394763,Stable,6.498455888132826,16.542913769113536,4.443810025709759,0
Location_102,17.116323451213475,73.13330404402566,4430.5508363207855,13.599384133619282,7.8977411417674,299.45809365048,91.45486638485588,18.52703553833237,Unstable,13.745911251650352,10.6095941893194,-7.478251279816991,0
Location_103,22.74855004377638,70.57237347895462,4645.986187656544,21.29977834991624,34.79495590844012,127.03471810444668,43.402097270875885,27.86430631150364,Unstable,19.232316140923317,31.255557996665807,-10.709933887961224,0
Location_104,34.31942774385669,71.49844026191742,4975.048330967533,4.165430564765602,39.66306752191272,0.053877201794128,25.87116421554409,21.87098003235832,Moderate,14.604866687157362,34.81503317075661,8.134773999552014,0
Location_105,15.229474645317374,81.36258427294905,952.0867211754876,31.14358745449622,15.838083853376334,204.4516556948919,43.44033190066098,18.28377798688171,Unstable,9.797409534354893,36.64686961593305,0.3143490001500773,0
Location_106,19.901104768033264,73.98367783376798,2041.585892623028,4.056753815532894,42.85896284993765,18.74076341104125,72.3447817850001,82.5710951560667,Stable,12.614348889838585,44.28841247928706,-16.429360865205766,0
Location_107,29.91098301774841,78.56382597039419,3815.368530950048,48.021390469341696,45.30716273828832,110.46782312835978,0.905416158037098,28.570756766089037,Moderate,14.793657955262162,34.56421462483418,-17.93216365596054,0
Location_108,14.63514679925705,82.59910085479085,3510.501028463582,14.022724914625982,13.845224368890449,282.79059498228645,58.94539894846972,92.71237818644494,Moderate,12.245515313877448,25.06920353442817,-5.493504476288928,0
Location_109,10.232417385034996,88.0214500302516,854.0899410652898,32.400714876270634,49.1760736357611,25.075848648746344,61.32916848873791,96.99265253451908,Stable,0.333516269796783,11.96101491958919,-13.397298018581829,0
Location_110,16.402792134499272,69.14005205539186,4097.582312454028,52.80474525368749,7.035576402437921,335.73539694240094,63.76882468959355,57.126046993709735,Moderate,3.895469953744517,22.22977243553747,-12.380457398712394,0
Location_111,12.675417330366129,91.18290156836224,1199.7588019996372,39.05264214283165,10.1007834201245,1.5279690634332432,24.20220799808772,14.30011226657264,Moderate,16.20936434430932,-2.946591360479729,6.330765364835447,0
Location_112,34.96123191793462,86.20911129523633,1196.706312630853,31.97746719308012,9.211241961901306,98.7295476807609,71.40527233781268,37.45482433795813,Moderate,5.453012946249693,32.241253776495654,-17.31301927051068,0
Location_113,31.435491007368093,70.37101192651728,2731.1746721777263,19.460025186922536,44.69948550039352,296.3616224608286,9.13914863317764,79.7732263348214,Moderate,14.631242391222678,17.297777254605087,1.4609234568666878,2
Location_114,26.36870893880228,93.33378009909654,3005.405680724345,19.980114783491874,32.714627616248094,126.50805989172272,19.92703364668008,36.73907286970704,Stable,7.442404304833974,-3.998838513390619,-11.865732398582358,0
Location_115,33.27235711544381,94.70529961542258,2942.4224184052746,40.16921731189141,7.6052141611136435,40.75695522640541,87.74700466544819,8.701721830278874,Stable,10.437686563158865,-1.8746529244794596,2.809846642124132,0
Location_116,31.30649023007432,69.77126083579105,548.2855032489988,59.64836167327005,22.016170918417448,144.09356752017115,73.87231507265663,55.6784910928188,Moderate,1.359465996388074,14.373323191087833,1.6723415339063372,0
Location_117,13.41053170769504,76.02945179626892,4399.558226888864,39.71035139096272,30.764901253490105,108.1573145538102,1.3745554011345251,84.51208514960348,Moderate,3.624511220994191,24.171075950921757,-19.77824295667121,0
Location_118,33.88421095620936,91.37983711399878,1401.4402086846596,33.46700504220149,4.173204249469165,337.08476086422195,24.83762603698002,79.59263871435024,Stable,19.14393927038469,18.210197447606333,-4.725937612352025,0
Location_119,23.64092501555387,89.69953102112609,734.6231142857405,43.83903061435477,44.12081842036694,125.33916703405724,21.440648299316457,17.512314013035322,Stable,17.80276106893828,25.960215864607743,-15.820415528658607,0
Location_120,31.415764499757813,73.35110956133494,4454.865591357988,27.91233673702309,40.18017677207676,315.5729887104029,27.080632803697256,67.27646144124667,Stable,13.045502217981005,19.01471293956779,5.986810917360302,2
Location_121,33.98664769778131,74.0711303767646,4782.692341325792,3.608540556047113,25.26033867883191,356.7488579242939,24.75597702798864,22.05042634356471,Moderate,9.192891947714749,28.08519227406734,6.147576485872197,0
Location_122,17.222100774184053,78.74369098095008,4324.425324600708,33.73780895267459,48.35633076295852,173.52696783061182,6.252629574284574,21.820753455217226,Moderate,13.515225857904476,5.956303233540044,-7.449625775187258,0
Location_123,11.191505811302626,82.05116657053962,4066.628766151903,57.457517070322815,20.888048963754983,363.9772575417568,45.894051659682034,87.40717733051852,Unstable,12.37220578187878,0.6421593591810701,-6.668131446467584,0
Location_124,14.610119713716308,85.92938837437859,3310.6857051312063,10.518176541459578,49.20551595182489,150.92722158527715,73.27334747861651,24.966895274023017,Stable,11.371045112092242,24.821697731283,-10.901511817864186,0
Location_125,20.386125870161436,78.69849554752341,2799.2011159847825,41.400293449239946,33.395999940181355,385.6313665960433,60.67317247174364,26.32473465180112,Moderate,1.1835414372708364,19.23447584681537,1.4981889688009318,0
Location_126,31.7224282117523,81.41350676786129,526.2351235659097,12.056021319543389,31.733563662697076,35.715809810229175,67.28716685980798,0.0653390761299554,Stable,12.656052213230138,-3.656617297753235,-9.240159109206228,0
Location_127,32.96118691443396,89.67665720587894,2101.420744046424,32.14966106838487,8.29774476478925,274.80770660129707,8.114917853623915,87.06690341255177,Moderate,15.378400891423368,14.024094274651794,-11.966225764320988,0
Location_128,8.20161178540453,69.06381288382734,1926.1737333603385,5.800586978803177,44.0963879152322,197.52561618277147,95.14907101767872,79.25948132091347,Stable,19.88163309291151,0.3062792745497749,-7.033068214864752,0
Location_129,22.811671774749406,75.3206713859766,1372.7935404255984,27.02225617549111,21.37448439603076,155.05952218225883,83.84918338430248,62.7328935090678,Moderate,0.2215710518861935,21.56784158763476,-17.255374448376237,0
Location_130,20.104919091314592,88.68713799065202,3644.758557074066,45.36979973371477,8.111670289123968,253.0847514994404,80.50903184956627,75.02657639388423,Unstable,14.603469066213531,14.788883983021538,2.398096139326114,0
Location_131,14.441126503651176,93.96099829292878,2529.791101885977,20.854291454338924,0.630375998787952,281.5428366537325,82.29838050417675,15.20485674244918,Unstable,11.43578631871961,25.65759555515089,-19.622107961846392,0
Location_132,11.4760956526768,82.83864582135432,497.1264579474749,39.89470346923308,27.987784181919128,1.745307860123635,93.27105081327612,45.83235945875754,Stable,8.681043521619134,35.28011093851192,-0.6654481543821831,0
Location_133,17.79083997070521,83.43129107269415,1178.8976895540754,47.72699764738376,26.369981106133817,66.78123549887948,54.42539661136977,35.121938734878086,Moderate,2.551403491427417,9.98343419207454,-14.514064197353829,0
Location_134,35.344381413463054,71.10798832885351,3447.96794193202,55.63066916876716,35.967681118457925,285.21842025372746,20.02820178676259,9.37765262570165,Moderate,8.181702972697524,43.10510520825137,-13.027878613567603,0
